P_value,Ensembl_id,FDR(Bonferroni),Protein_name,Relationship,UniProt_id,FDR(BH),Gene_id,Gene_symbol,Gene_name,Chromosome
0.001463,ENSG00000114812,1.0,,By_ingredient,P32241,0.019689,SMTT04072,VIPR1,Vasoactive Intestinal Peptide Receptor 1,3
0.010024,ENSG00000100219,1.0,,By_ingredient,P17861,0.047444,SMTT04073,XBP1,X-box Binding Protein 1,22
0.037368,ENSG00000181856,1.0,,By_ingredient,P14672,0.07904,SMTT04074,SLC2A4,Solute Carrier Family 2 Member 4,17
0.010078,ENSG00000108064,1.0,,By_ingredient,Q00059,0.026817,SMTT04078,TFAM,"Transcription Factor A, Mitochondrial",10
0.033507,ENSG00000124107,1.0,,By_ingredient,P03973,0.075179,SMTT04080,SLPI,Secretory Leukocyte Peptidase Inhibitor,20
0.014802,ENSG00000109610,1.0,,By_ingredient,P08294,0.045101,SMTT04090,SOD3,Superoxide Dismutase 3,4
0.049839,ENSG00000127191,1.0,,By_ingredient,Q12933,0.090719,SMTT04097,TRAF2,TNF Receptor Associated Factor 2,9
0.003227,ENSG00000100591,1.0,,By_ingredient,O95433,0.030481,SMTT04106,AHSA1,Activator Of HSP90 ATPase Activity 1,14
0.008484,ENSG00000064205,1.0,,By_ingredient,O76076,0.044522,SMTT04119,WISP2,WNT1 Inducible Signaling Pathway Protein 2,20
0.00248,ENSG00000176170,1.0,,By_ingredient,Q9NYA1,0.026381,SMTT04124,SPHK1,Sphingosine Kinase 1,17
0.033507,ENSG00000171016,1.0,,By_ingredient,Q9Y3Y4,0.075179,SMTT04135,PYGO1,Pygopus Family PHD Finger 1,15
0.033507,ENSG00000241644,1.0,,By_ingredient,O95050,0.075179,SMTT04144,INMT,Indolethylamine N-methyltransferase,7
0.016896,ENSG00000102908,1.0,,By_ingredient,O94916,0.057825,SMTT04145,NFAT5,Nuclear Factor Of Activated T Cells 5,16
0.049839,ENSG00000068903,1.0,,By_ingredient,Q8IXJ6,0.090719,SMTT04155,SIRT2,Sirtuin 2,19
0.016896,ENSG00000127743,1.0,,By_ingredient,Q9UHF5,0.057825,SMTT04160,IL17B,Interleukin 17B,5
0.041708,ENSG00000198648,1.0,,By_ingredient,Q9UEW8,0.083195,SMTT04167,STK39,Serine/threonine Kinase 39,2
0.025237,ENSG00000091844,1.0,,By_ingredient,Q9UGC6,0.067052,SMTT04169,RGS17,Regulator Of G Protein Signaling 17,6
0.025237,ENSG00000159346,1.0,,By_ingredient,Q96A54,0.067052,SMTT04171,ADIPOR1,Adiponectin Receptor 1,1
0.025237,ENSG00000120697,1.0,,By_ingredient,Q9Y673,0.067052,SMTT04176,ALG5,"ALG5, Dolichyl-phosphate Beta-glucosyltransferase",13
0.049839,ENSG00000112679,1.0,,By_ingredient,Q9NRW4,0.090719,SMTT04179,DUSP22,Dual Specificity Phosphatase 22,6
0.010078,ENSG00000112514,1.0,,By_ingredient,O60888,0.026817,SMTT04187,CUTA,CutA Divalent Cation Tolerance Homolog,6
0.020056,ENSG00000104918,1.0,,By_ingredient,Q9HD89,0.0393,SMTT04194,RETN,Resistin,19
0.005052,ENSG00000166391,1.0,,By_ingredient,Q3SYC2,0.019019,SMTT04199,MOGAT2,Monoacylglycerol O-acyltransferase 2,11
0.016896,ENSG00000140577,1.0,,By_ingredient,Q6UUV7,0.057825,SMTT04200,CRTC3,CREB Regulated Transcription Coactivator 3,15
0.016896,ENSG00000137504,1.0,,By_ingredient,Q9NS37,0.057825,SMTT04201,CREBZF,CREB/ATF BZIP Transcription Factor,11
0.025237,ENSG00000006831,1.0,,By_ingredient,Q86V24,0.067052,SMTT04202,ADIPOR2,Adiponectin Receptor 2,12
0.041708,ENSG00000225697,1.0,,By_ingredient,Q9BXS9,0.083195,SMTT04204,SLC26A6,Solute Carrier Family 26 Member 6,3
0.016896,ENSG00000159248,1.0,,By_ingredient,Q9UKL4,0.057825,SMTT04206,GJD2,Gap Junction Protein Delta 2,15
0.000705,ENSG00000128165,1.0,,By_ingredient,Q7Z4H4,0.012646,SMTT04210,ADM2,Adrenomedullin 2,22
0.008484,ENSG00000213030,1.0,,By_ingredient,P01233,0.044522,SMTT04214,CGB8,Chorionic Gonadotropin Beta Subunit 8,19
0.049839,ENSG00000158555,1.0,,By_ingredient,Q8WTR4,0.090719,SMTT04225,GDPD5,Glycerophosphodiester Phosphodiesterase Domain Containing 5,11
0.010078,ENSG00000155846,1.0,,By_ingredient,Q86YN6,0.026817,SMTT04231,PPARGC1B,PPARG Coactivator 1 Beta,5
0.049839,ENSG00000184207,1.0,,By_ingredient,A6NDG6,0.090719,SMTT04240,PGP,Phosphoglycolate Phosphatase,16
0.021877,,1.0,,By_ingredient,P06493,0.063757,SMTT04266,CDC2,Cell Division Control Protein 2 Homolog,
0.008484,,1.0,,By_ingredient,,0.044522,SMTT04303,6PGD,,
0.016122,,1.0,,By_ingredient,,0.05684,SMTT04314,AARS1,,
0.008484,,1.0,,By_ingredient,,0.044522,SMTT04326,ABCB1B,,
0.033507,ENSG00000204574,1.0,,By_ingredient,,0.075179,SMTT04333,ABCF1,ATP binding cassette subfamily F member 1,
0.016896,ENSG00000033050,1.0,,By_ingredient,,0.057825,SMTT04334,ABCF2,ATP binding cassette subfamily F member 2,
0.016896,ENSG00000161204,1.0,,By_ingredient,,0.057825,SMTT04335,ABCF3,ATP binding cassette subfamily F member 3,
0.001069,ENSG00000167315,1.0,,By_ingredient,,0.016336,SMTT04359,ACAA2,acetyl-CoA acyltransferase 2,
0.016896,ENSG00000162390,1.0,,By_ingredient,,0.057825,SMTT04374,ACOT11,acyl-CoA thioesterase 11,
0.016896,ENSG00000172497,1.0,,By_ingredient,,0.057825,SMTT04375,ACOT12,acyl-CoA thioesterase 12,
0.025237,ENSG00000167107,1.0,,By_ingredient,,0.067052,SMTT04392,ACSF2,acyl-CoA synthetase family member 2,
0.041708,ENSG00000078549,1.0,,By_ingredient,,0.083195,SMTT04449,ADCYAP1R1,ADCYAP receptor type I,
0.041708,ENSG00000075340,1.0,,By_ingredient,,0.083195,SMTT04451,ADD2,adducin 2,
3.9e-05,,1.0,,By_ingredient,,0.001671,SMTT04493,ADSS1,,
0.025237,,1.0,,By_ingredient,,0.067052,SMTT04494,ADSS2,,
0.031839,ENSG00000113492,1.0,,By_ingredient,,0.073855,SMTT04521,AGXT2,alanine--glyoxylate aminotransferase 2,
0.033507,ENSG00000053371,1.0,,By_ingredient,,0.075179,SMTT04551,AKR7A2,aldo-keto reductase family 7 member A2,
0.033507,ENSG00000162482,1.0,,By_ingredient,,0.075179,SMTT04552,AKR7A3,aldo-keto reductase family 7 member A3,
0.010024,ENSG00000137124,1.0,,By_ingredient,,0.047444,SMTT04559,ALDH1B1,aldehyde dehydrogenase 1 family member B1,
0.000823,ENSG00000143149,1.0,,By_ingredient,,0.013954,SMTT04564,ALDH9A1,aldehyde dehydrogenase 9 family member A1,
0.033507,ENSG00000091542,1.0,,By_ingredient,,0.075179,SMTT04573,ALKBH5,"alkB homolog 5, RNA demethylase",
0.004471,ENSG00000163283,1.0,,By_ingredient,,0.034594,SMTT04582,ALPP,"alkaline phosphatase, placental",
0.016896,ENSG00000174945,1.0,,By_ingredient,,0.057825,SMTT04597,AMZ1,archaelysin family metallopeptidase 1,
0.016896,ENSG00000196704,1.0,,By_ingredient,,0.057825,SMTT04598,AMZ2,archaelysin family metallopeptidase 2,
0.033507,,1.0,,By_ingredient,,0.075179,SMTT04672,ANTKMT,,
0.041708,ENSG00000149089,1.0,,By_ingredient,,0.083195,SMTT04702,APIP,APAF1 interacting protein,
0.00248,ENSG00000204444,1.0,,By_ingredient,,0.026381,SMTT04719,APOM,apolipoprotein M,
0.033507,ENSG00000165527,1.0,,By_ingredient,,0.075179,SMTT04737,ARF6,ADP ribosylation factor 6,
0.033507,ENSG00000133794,1.0,,By_ingredient,,0.075179,SMTT04798,ARNTL,aryl hydrocarbon receptor nuclear translocator like,
0.049839,ENSG00000141505,1.0,,By_ingredient,,0.090719,SMTT04844,ASGR1,asialoglycoprotein receptor 1,
0.049839,ENSG00000106819,1.0,,By_ingredient,,0.090719,SMTT04857,ASPN,asporin,
0.049839,ENSG00000162174,1.0,,By_ingredient,,0.090719,SMTT04859,ASRGL1,asparaginase like 1,
0.033507,ENSG00000145782,1.0,,By_ingredient,,0.075179,SMTT04870,ATG12,autophagy related 12,
0.005255,ENSG00000057663,1.0,,By_ingredient,,0.037045,SMTT04875,ATG5,autophagy related 5,
0.001463,ENSG00000197548,1.0,,By_ingredient,,0.019689,SMTT04876,ATG7,autophagy related 7,
0.008484,,1.0,,By_ingredient,,0.044522,SMTT04878,ATHS,atherosclerosis susceptibility (lipoprotein associated),
0.016896,ENSG00000107518,1.0,,By_ingredient,,0.057825,SMTT04935,ATRNL1,attractin like 1,
0.025237,ENSG00000175711,1.0,,By_ingredient,,0.067052,SMTT04949,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",
0.025237,ENSG00000105552,1.0,,By_ingredient,,0.067052,SMTT04981,BCAT2,branched chain amino acid transaminase 2,
0.000528,ENSG00000145692,1.0,,By_ingredient,,0.010393,SMTT05009,BHMT,betaine--homocysteine S-methyltransferase,
0.008484,ENSG00000163217,1.0,,By_ingredient,,0.044522,SMTT05025,BMP10,bone morphogenetic protein 10,
0.008484,ENSG00000152785,1.0,,By_ingredient,,0.044522,SMTT05027,BMP3,bone morphogenetic protein 3,
0.008484,ENSG00000112175,1.0,,By_ingredient,,0.044522,SMTT05028,BMP5,bone morphogenetic protein 5,
0.049839,ENSG00000153162,1.0,,By_ingredient,,0.090719,SMTT05029,BMP6,bone morphogenetic protein 6,
0.049839,ENSG00000101144,1.0,,By_ingredient,,0.090719,SMTT05030,BMP7,bone morphogenetic protein 7,
0.016896,ENSG00000183682,1.0,,By_ingredient,,0.057825,SMTT05031,BMP8A,bone morphogenetic protein 8a,
0.008484,ENSG00000116985,1.0,,By_ingredient,,0.044522,SMTT05032,BMP8B,bone morphogenetic protein 8b,
0.008484,ENSG00000160469,1.0,,By_ingredient,,0.044522,SMTT05066,BRSK1,BR serine/threonine kinase 1,
0.008484,ENSG00000174672,1.0,,By_ingredient,,0.044522,SMTT05067,BRSK2,BR serine/threonine kinase 2,
0.033507,ENSG00000071462,1.0,,By_ingredient,,0.075179,SMTT05086,BUD23,"BUD23, rRNA methyltransferase and ribosome maturation factor",
0.041708,ENSG00000135932,1.0,,By_ingredient,,0.083195,SMTT05169,CAB39,calcium binding protein 39,
0.041708,ENSG00000148660,1.0,,By_ingredient,,0.083195,SMTT05203,CAMK2G,calcium/calmodulin dependent protein kinase II gamma,
0.016122,ENSG00000145439,1.0,,By_ingredient,,0.05684,SMTT05260,CBR4,carbonyl reductase 4,
0.025237,ENSG00000102962,1.0,,By_ingredient,,0.067052,SMTT05300,CCL22,C-C motif chemokine ligand 22,
0.00896,ENSG00000213927,1.0,,By_ingredient,,0.045463,SMTT05303,CCL27,C-C motif chemokine ligand 27,
0.033507,ENSG00000105383,1.0,,By_ingredient,,0.075179,SMTT05345,CD33,CD33 molecule,
0.041708,ENSG00000137101,1.0,,By_ingredient,,0.083195,SMTT05356,CD72,CD72 molecule,
0.025237,ENSG00000079335,1.0,,By_ingredient,,0.067052,SMTT05365,CDC14A,cell division cycle 14A,
0.041708,ENSG00000103502,1.0,,By_ingredient,,0.083195,SMTT05404,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,
0.006576,ENSG00000170312,1.0,,By_ingredient,,0.040264,SMTT05405,CDK1,cyclin dependent kinase 1,
0.025237,ENSG00000128965,1.0,,By_ingredient,,0.067052,SMTT05501,CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1,
0.041708,ENSG00000143942,1.0,,By_ingredient,,0.083195,SMTT05502,CHAC2,ChaC cation transport regulator homolog 2,
0.041708,ENSG00000064886,1.0,,By_ingredient,,0.083195,SMTT05520,CHI3L2,chitinase 3 like 2,
0.041708,ENSG00000134216,1.0,,By_ingredient,,0.083195,SMTT05521,CHIA,"chitinase, acidic",
0.049839,ENSG00000133063,1.0,,By_ingredient,,0.090719,SMTT05523,CHIT1,chitinase 1,
0.041708,ENSG00000154645,1.0,,By_ingredient,,0.083195,SMTT05530,CHODL,chondrolectin,
0.033507,ENSG00000173207,1.0,,By_ingredient,,0.075179,SMTT05570,CKS1B,CDC28 protein kinase regulatory subunit 1B,
0.041708,ENSG00000172322,1.0,,By_ingredient,,0.083195,SMTT05586,CLEC12A,C-type lectin domain family 12 member A,
0.041708,ENSG00000256660,1.0,,By_ingredient,,0.083195,SMTT05587,CLEC12B,C-type lectin domain family 12 member B,
0.033507,ENSG00000157322,1.0,,By_ingredient,,0.075179,SMTT05588,CLEC18A,C-type lectin domain family 18 member A,
0.033507,ENSG00000140839,1.0,,By_ingredient,,0.075179,SMTT05589,CLEC18B,C-type lectin domain family 18 member B,
0.033507,ENSG00000157335,1.0,,By_ingredient,,0.075179,SMTT05590,CLEC18C,C-type lectin domain family 18 member C,
0.041708,ENSG00000261210,1.0,,By_ingredient,,0.083195,SMTT05591,CLEC19A,C-type lectin domain containing 19A,
0.041708,ENSG00000150048,1.0,,By_ingredient,,0.083195,SMTT05592,CLEC1A,C-type lectin domain family 1 member A,
0.041708,ENSG00000165682,1.0,,By_ingredient,,0.083195,SMTT05593,CLEC1B,C-type lectin domain family 1 member B,
0.049839,ENSG00000188393,1.0,,By_ingredient,,0.090719,SMTT05594,CLEC2A,C-type lectin domain family 2 member A,
0.041708,ENSG00000069493,1.0,,By_ingredient,,0.083195,SMTT05596,CLEC2D,C-type lectin domain family 2 member D,
0.041708,ENSG00000236279,1.0,,By_ingredient,,0.083195,SMTT05597,CLEC2L,C-type lectin domain family 2 member L,
0.041708,ENSG00000166509,1.0,,By_ingredient,,0.083195,SMTT05598,CLEC3A,C-type lectin domain family 3 member A,
0.033507,ENSG00000166523,1.0,,By_ingredient,,0.075179,SMTT05601,CLEC4E,C-type lectin domain family 4 member E,
0.041708,ENSG00000182566,1.0,,By_ingredient,,0.083195,SMTT05602,CLEC4G,C-type lectin domain family 4 member G,
0.049839,ENSG00000104938,1.0,,By_ingredient,,0.090719,SMTT05603,CLEC4M,C-type lectin domain family 4 member M,
0.041708,ENSG00000258227,1.0,,By_ingredient,,0.083195,SMTT05604,CLEC5A,C-type lectin domain containing 5A,
0.041708,ENSG00000205846,1.0,,By_ingredient,,0.083195,SMTT05605,CLEC6A,C-type lectin domain containing 6A,
0.041708,ENSG00000197992,1.0,,By_ingredient,,0.083195,SMTT05606,CLEC9A,C-type lectin domain containing 9A,
0.041708,ENSG00000184293,1.0,,By_ingredient,,0.083195,SMTT05607,CLECL1,C-type lectin like 1,
0.025237,ENSG00000125246,1.0,,By_ingredient,,0.067052,SMTT05631,CLYBL,citrate lyase beta like,
0.041708,ENSG00000134326,1.0,,By_ingredient,,0.083195,SMTT05637,CMPK2,cytidine/uridine monophosphate kinase 2,
0.008484,ENSG00000103426,1.0,,By_ingredient,,0.044522,SMTT05704,CORO7-PAM16,CORO7-PAM16 readthrough,
0.008484,ENSG00000165934,1.0,,By_ingredient,,0.044522,SMTT05738,CPSF2,cleavage and polyadenylation specific factor 2,
0.016896,ENSG00000119203,1.0,,By_ingredient,,0.057825,SMTT05739,CPSF3,cleavage and polyadenylation specific factor 3,
0.041708,ENSG00000197721,1.0,,By_ingredient,,0.083195,SMTT05747,CR1L,complement C3b/C4b receptor 1 like,
0.041708,ENSG00000088766,1.0,,By_ingredient,,0.083195,SMTT05768,CRLS1,cardiolipin synthase 1,
0.041708,ENSG00000072832,1.0,,By_ingredient,,0.083195,SMTT05769,CRMP1,collapsin response mediator protein 1,
0.000425,ENSG00000105662,1.0,,By_ingredient,,0.008968,SMTT05772,CRTC1,CREB regulated transcription coactivator 1,
0.00248,ENSG00000062485,1.0,,By_ingredient,,0.026381,SMTT05778,CS,citrate synthase,
0.041708,ENSG00000183117,1.0,,By_ingredient,,0.083195,SMTT05788,CSMD1,CUB and Sushi multiple domains 1,
0.041708,ENSG00000121904,1.0,,By_ingredient,,0.083195,SMTT05789,CSMD2,CUB and Sushi multiple domains 2,
0.041708,ENSG00000164796,1.0,,By_ingredient,,0.083195,SMTT05790,CSMD3,CUB and Sushi multiple domains 3,
0.008484,ENSG00000144579,1.0,,By_ingredient,,0.044522,SMTT05817,CTDSP1,CTD small phosphatase 1,
0.025237,ENSG00000166266,1.0,,By_ingredient,,0.067052,SMTT05842,CUL5,cullin 5,
0.008484,,1.0,,By_ingredient,,0.044522,SMTT05879,CYP2D22,,
0.016896,ENSG00000008256,1.0,,By_ingredient,,0.057825,SMTT05900,CYTH3,cytohesin 3,
0.016896,ENSG00000198924,1.0,,By_ingredient,,0.057825,SMTT05934,DCLRE1A,DNA cross-link repair 1A,
0.016896,ENSG00000118655,1.0,,By_ingredient,,0.057825,SMTT05935,DCLRE1B,DNA cross-link repair 1B,
0.016896,ENSG00000153904,1.0,,By_ingredient,,0.057825,SMTT05948,DDAH1,dimethylarginine dimethylaminohydrolase 1,
0.049839,ENSG00000198563,1.0,,By_ingredient,,0.090719,SMTT05965,DDX39B,DExD-box helicase 39B,
0.016896,ENSG00000108654,1.0,,By_ingredient,,0.057825,SMTT05968,DDX5,DEAD-box helicase 5,
0.025237,ENSG00000160305,1.0,,By_ingredient,,0.067052,SMTT06048,DIP2A,disco interacting protein 2 homolog A,
0.016896,ENSG00000151240,1.0,,By_ingredient,,0.057825,SMTT06049,DIP2C,disco interacting protein 2 homolog C,
0.025237,ENSG00000136770,1.0,,By_ingredient,,0.067052,SMTT06086,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,
0.049839,ENSG00000077232,1.0,,By_ingredient,,0.090719,SMTT06087,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,
0.041708,ENSG00000108176,1.0,,By_ingredient,,0.083195,SMTT06088,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,
0.016896,ENSG00000120675,1.0,,By_ingredient,,0.057825,SMTT06089,DNAJC15,DnaJ heat shock protein family (Hsp40) member C15,
0.025237,ENSG00000104129,1.0,,By_ingredient,,0.067052,SMTT06091,DNAJC17,DnaJ heat shock protein family (Hsp40) member C17,
0.025237,ENSG00000213551,1.0,,By_ingredient,,0.067052,SMTT06097,DNAJC9,DnaJ heat shock protein family (Hsp40) member C9,
0.002434,ENSG00000015413,1.0,,By_ingredient,,0.026135,SMTT06122,DPEP1,dipeptidase 1,
0.025237,ENSG00000167261,1.0,,By_ingredient,,0.067052,SMTT06123,DPEP2,dipeptidase 2,
0.016896,ENSG00000141096,1.0,,By_ingredient,,0.057825,SMTT06124,DPEP3,dipeptidase 3,
0.049839,ENSG00000092964,1.0,,By_ingredient,,0.090719,SMTT06137,DPYSL2,dihydropyrimidinase like 2,
0.049839,ENSG00000151640,1.0,,By_ingredient,,0.090719,SMTT06139,DPYSL4,dihydropyrimidinase like 4,
0.033507,ENSG00000157851,1.0,,By_ingredient,,0.075179,SMTT06140,DPYSL5,dihydropyrimidinase like 5,
0.025237,ENSG00000163840,1.0,,By_ingredient,,0.067052,SMTT06159,DTX3L,deltex E3 ubiquitin ligase 3L,
0.049839,ENSG00000168393,1.0,,By_ingredient,,0.090719,SMTT06160,DTYMK,deoxythymidylate kinase,
0.033507,ENSG00000188716,1.0,,By_ingredient,,0.075179,SMTT06162,DUPD1,dual specificity phosphatase and pro isomerase domain containing 1,
0.025237,ENSG00000081721,1.0,,By_ingredient,,0.067052,SMTT06165,DUSP12,dual specificity phosphatase 12,
0.025237,ENSG00000079393,1.0,,By_ingredient,,0.067052,SMTT06166,DUSP13,dual specificity phosphatase 13,
0.025237,ENSG00000149599,1.0,,By_ingredient,,0.067052,SMTT06167,DUSP15,dual specificity phosphatase 15,
0.025237,ENSG00000111266,1.0,,By_ingredient,,0.067052,SMTT06168,DUSP16,dual specificity phosphatase 16,
0.025237,ENSG00000167065,1.0,,By_ingredient,,0.067052,SMTT06169,DUSP18,dual specificity phosphatase 18,
0.025237,ENSG00000162999,1.0,,By_ingredient,,0.067052,SMTT06170,DUSP19,dual specificity phosphatase 19,
0.041708,ENSG00000158050,1.0,,By_ingredient,,0.083195,SMTT06171,DUSP2,dual specificity phosphatase 2,
0.025237,ENSG00000189037,1.0,,By_ingredient,,0.067052,SMTT06172,DUSP21,dual specificity phosphatase 21,
0.041708,ENSG00000158716,1.0,,By_ingredient,,0.083195,SMTT06173,DUSP23,dual specificity phosphatase 23,
0.025237,ENSG00000133878,1.0,,By_ingredient,,0.067052,SMTT06174,DUSP26,dual specificity phosphatase 26,
0.025237,ENSG00000198842,1.0,,By_ingredient,,0.067052,SMTT06175,DUSP27,"dual specificity phosphatase 27, atypical",
0.033507,ENSG00000188542,1.0,,By_ingredient,,0.075179,SMTT06176,DUSP28,dual specificity phosphatase 28,
0.033507,ENSG00000108861,1.0,,By_ingredient,,0.075179,SMTT06177,DUSP3,dual specificity phosphatase 3,
0.025237,ENSG00000164086,1.0,,By_ingredient,,0.067052,SMTT06180,DUSP7,dual specificity phosphatase 7,
0.049839,ENSG00000184545,1.0,,By_ingredient,,0.090719,SMTT06181,DUSP8,dual specificity phosphatase 8,
0.033507,ENSG00000130829,1.0,,By_ingredient,,0.075179,SMTT06182,DUSP9,dual specificity phosphatase 9,
0.016896,ENSG00000164330,1.0,,By_ingredient,,0.057825,SMTT06205,EBF1,early B cell factor 1,
0.008484,ENSG00000221818,1.0,,By_ingredient,,0.044522,SMTT06206,EBF2,early B cell factor 2,
0.008484,ENSG00000108001,1.0,,By_ingredient,,0.044522,SMTT06207,EBF3,early B cell factor 3,
0.008484,ENSG00000088881,1.0,,By_ingredient,,0.044522,SMTT06208,EBF4,early B cell factor 4,
0.008484,ENSG00000145194,1.0,,By_ingredient,,0.044522,SMTT06211,ECE2,endothelin converting enzyme 2,
0.033507,,1.0,,By_ingredient,,0.075179,SMTT06230,EEF1E1-BLOC1S5,EEF1E1-BLOC1S5 readthrough (NMD candidate),
0.041708,ENSG00000254772,1.0,,By_ingredient,,0.083195,SMTT06231,EEF1G,eukaryotic translation elongation factor 1 gamma,
0.008484,ENSG00000132394,1.0,,By_ingredient,,0.044522,SMTT06233,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA specific",
0.008484,ENSG00000164318,1.0,,By_ingredient,,0.044522,SMTT06256,EGFLAM,"EGF like, fibronectin type III and laminin G domains",
0.016896,ENSG00000188316,1.0,,By_ingredient,,0.057825,SMTT06337,ENO4,enolase 4,
0.025237,ENSG00000001561,1.0,,By_ingredient,,0.067052,SMTT06342,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,
0.049839,ENSG00000187097,1.0,,By_ingredient,,0.090719,SMTT06349,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5,
0.049839,ENSG00000023318,1.0,,By_ingredient,,0.090719,SMTT06401,ERP44,endoplasmic reticulum protein 44,
0.016896,ENSG00000130957,1.0,,By_ingredient,,0.057825,SMTT06541,FBP2,fructose-bisphosphatase 2,
0.016896,ENSG00000137714,1.0,,By_ingredient,,0.057825,SMTT06576,FDX1,ferredoxin 1,
0.005255,ENSG00000126262,1.0,,By_ingredient,,0.037045,SMTT06591,FFAR2,free fatty acid receptor 2,
0.005255,ENSG00000185897,1.0,,By_ingredient,,0.037045,SMTT06592,FFAR3,free fatty acid receptor 3,
0.008484,,1.0,,By_ingredient,,0.044522,SMTT06597,FGF15,,
0.033507,ENSG00000119782,1.0,,By_ingredient,,0.075179,SMTT06620,FKBP1B,FK506 binding protein 1B,
0.016896,ENSG00000145907,1.0,,By_ingredient,,0.057825,SMTT06720,G3BP1,G3BP stress granule assembly factor 1,
0.025237,ENSG00000107862,1.0,,By_ingredient,,0.067052,SMTT06781,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1,
0.00795,ENSG00000100116,1.0,,By_ingredient,,0.043536,SMTT06786,GCAT,glycine C-acetyltransferase,
0.025237,ENSG00000006007,1.0,,By_ingredient,,0.067052,SMTT06799,GDE1,glycerophosphodiester phosphodiesterase 1,
0.016896,ENSG00000135414,1.0,,By_ingredient,,0.057825,SMTT06801,GDF11,growth differentiation factor 11,
0.008484,ENSG00000143869,1.0,,By_ingredient,,0.044522,SMTT06803,GDF7,growth differentiation factor 7,
0.008484,ENSG00000164404,1.0,,By_ingredient,,0.044522,SMTT06804,GDF9,growth differentiation factor 9,
0.016896,ENSG00000153982,1.0,,By_ingredient,,0.057825,SMTT06805,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,
0.016896,ENSG00000130055,1.0,,By_ingredient,,0.057825,SMTT06806,GDPD2,glycerophosphodiester phosphodiesterase domain containing 2,
0.033507,ENSG00000102886,1.0,,By_ingredient,,0.075179,SMTT06807,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,
0.016896,ENSG00000178795,1.0,,By_ingredient,,0.057825,SMTT06808,GDPD4,glycerophosphodiester phosphodiesterase domain containing 4,
0.016896,ENSG00000131459,1.0,,By_ingredient,,0.057825,SMTT06819,GFPT2,glutamine-fructose-6-phosphate transaminase 2,
0.033507,ENSG00000118702,1.0,,By_ingredient,,0.075179,SMTT06836,GHRH,growth hormone releasing hormone,
0.016896,ENSG00000163655,1.0,,By_ingredient,,0.057825,SMTT06890,GMPS,guanine monophosphate synthase,
0.025237,ENSG00000163281,1.0,,By_ingredient,,0.067052,SMTT06913,GNPDA2,glucosamine-6-phosphate deaminase 2,
0.033507,ENSG00000100522,1.0,,By_ingredient,,0.075179,SMTT06914,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1,
4.8e-05,ENSG00000125166,1.0,,By_ingredient,,0.001934,SMTT06927,GOT2,glutamic-oxaloacetic transaminase 2,
0.049839,ENSG00000125772,1.0,,By_ingredient,,0.090719,SMTT06941,GPCPD1,glycerophosphocholine phosphodiesterase 1,
0.049839,ENSG00000166923,1.0,,By_ingredient,,0.090719,SMTT07010,GREM1,"gremlin 1, DAN family BMP antagonist",
0.025237,ENSG00000180875,1.0,,By_ingredient,,0.067052,SMTT07011,GREM2,"gremlin 2, DAN family BMP antagonist",
0.041708,ENSG00000099984,1.0,,By_ingredient,,0.083195,SMTT07053,GSTT2,glutathione S-transferase theta 2 (gene/pseudogene),
0.033507,ENSG00000133433,1.0,,By_ingredient,,0.075179,SMTT07054,GSTT2B,glutathione S-transferase theta 2B (gene/pseudogene),
0.000214,ENSG00000110768,1.0,,By_ingredient,,0.005597,SMTT07058,GTF2H1,general transcription factor IIH subunit 1,
0.049839,,1.0,,By_ingredient,,0.090719,SMTT07091,H2AX,,
0.016896,ENSG00000167220,1.0,,By_ingredient,,0.057825,SMTT07149,HDHD2,haloacid dehalogenase like hydrolase domain containing 2,
0.016896,ENSG00000069998,1.0,,By_ingredient,,0.057825,SMTT07151,HDHD5,haloacid dehalogenase like hydrolase domain containing 5,
0.049839,ENSG00000181333,1.0,,By_ingredient,,0.090719,SMTT07166,HEPHL1,hephaestin like 1,
0.016896,ENSG00000185359,1.0,,By_ingredient,,0.057825,SMTT07181,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,
0.041708,ENSG00000146151,1.0,,By_ingredient,,0.083195,SMTT07222,HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1,
0.041708,ENSG00000152413,1.0,,By_ingredient,,0.083195,SMTT07246,HOMER1,homer scaffold protein 1,
0.025237,ENSG00000103942,1.0,,By_ingredient,,0.067052,SMTT07247,HOMER2,homer scaffold protein 2,
0.020369,ENSG00000204228,1.0,,By_ingredient,,0.061735,SMTT07286,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8,
