P_value,Ensembl_id,FDR(Bonferroni),Protein_name,Relationship,UniProt_id,FDR(BH),Gene_id,Gene_symbol,Gene_name,Chromosome
0.023735,ENSG00000130957,1.0,,By_ingredient,,0.065404,SMTT06541,FBP2,fructose-bisphosphatase 2,
0.023735,ENSG00000137714,1.0,,By_ingredient,,0.065404,SMTT06576,FDX1,ferredoxin 1,
0.046909,ENSG00000189283,1.0,,By_ingredient,,0.08824,SMTT06607,FHIT,fragile histidine triad,
0.046909,ENSG00000119782,1.0,,By_ingredient,,0.08824,SMTT06620,FKBP1B,FK506 binding protein 1B,
0.000423,ENSG00000107862,1.0,,By_ingredient,,0.008945,SMTT06781,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1,
0.035391,ENSG00000006007,1.0,,By_ingredient,,0.076813,SMTT06799,GDE1,glycerophosphodiester phosphodiesterase 1,
0.000142,ENSG00000266524,1.0,,By_ingredient,,0.004237,SMTT06800,GDF10,growth differentiation factor 10,
0.023735,ENSG00000135414,1.0,,By_ingredient,,0.065404,SMTT06801,GDF11,growth differentiation factor 11,
0.011939,ENSG00000143869,1.0,,By_ingredient,,0.050166,SMTT06803,GDF7,growth differentiation factor 7,
0.011939,ENSG00000164404,1.0,,By_ingredient,,0.050166,SMTT06804,GDF9,growth differentiation factor 9,
0.023735,ENSG00000153982,1.0,,By_ingredient,,0.065404,SMTT06805,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,
0.023735,ENSG00000130055,1.0,,By_ingredient,,0.065404,SMTT06806,GDPD2,glycerophosphodiester phosphodiesterase domain containing 2,
0.046909,ENSG00000102886,1.0,,By_ingredient,,0.08824,SMTT06807,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,
0.023735,ENSG00000178795,1.0,,By_ingredient,,0.065404,SMTT06808,GDPD4,glycerophosphodiester phosphodiesterase domain containing 4,
0.023735,ENSG00000131459,1.0,,By_ingredient,,0.065404,SMTT06819,GFPT2,glutamine-fructose-6-phosphate transaminase 2,
0.046909,ENSG00000118702,1.0,,By_ingredient,,0.08824,SMTT06836,GHRH,growth hormone releasing hormone,
0.046909,ENSG00000157017,1.0,,By_ingredient,,0.08824,SMTT06837,GHRL,ghrelin and obestatin prepropeptide,
0.023735,ENSG00000163655,1.0,,By_ingredient,,0.065404,SMTT06890,GMPS,guanine monophosphate synthase,
0.035391,ENSG00000163281,1.0,,By_ingredient,,0.076813,SMTT06913,GNPDA2,glucosamine-6-phosphate deaminase 2,
0.046909,ENSG00000100522,1.0,,By_ingredient,,0.08824,SMTT06914,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1,
0.002065,ENSG00000125772,1.0,,By_ingredient,,0.023891,SMTT06941,GPCPD1,glycerophosphocholine phosphodiesterase 1,
0.035391,ENSG00000180875,1.0,,By_ingredient,,0.076813,SMTT07011,GREM2,"gremlin 2, DAN family BMP antagonist",
0.046909,ENSG00000133433,1.0,,By_ingredient,,0.08824,SMTT07054,GSTT2B,glutathione S-transferase theta 2B (gene/pseudogene),
0.023735,ENSG00000167220,1.0,,By_ingredient,,0.065404,SMTT07149,HDHD2,haloacid dehalogenase like hydrolase domain containing 2,
0.023735,ENSG00000069998,1.0,,By_ingredient,,0.065404,SMTT07151,HDHD5,haloacid dehalogenase like hydrolase domain containing 5,
0.023735,ENSG00000185359,1.0,,By_ingredient,,0.065404,SMTT07181,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,
0.046909,ENSG00000137133,1.0,,By_ingredient,,0.08824,SMTT07193,HINT2,histidine triad nucleotide binding protein 2,
0.046909,ENSG00000170144,1.0,,By_ingredient,,0.08824,SMTT07232,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3,
0.001387,ENSG00000138668,1.0,,By_ingredient,,0.019036,SMTT07235,HNRNPD,heterogeneous nuclear ribonucleoprotein D,
0.035391,ENSG00000169813,1.0,,By_ingredient,,0.076813,SMTT07236,HNRNPF,heterogeneous nuclear ribonucleoprotein F,
0.035391,ENSG00000103942,1.0,,By_ingredient,,0.076813,SMTT07247,HOMER2,homer scaffold protein 2,
0.035391,ENSG00000136273,1.0,,By_ingredient,,0.076813,SMTT07325,HUS1,HUS1 checkpoint clamp component,
0.035391,ENSG00000166411,1.0,,By_ingredient,,0.076813,SMTT07339,IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha,
0.011939,ENSG00000163395,1.0,,By_ingredient,,0.050166,SMTT07389,IGFN1,immunoglobulin-like and fibronectin type III domain containing 1,
0.011939,ENSG00000179057,1.0,,By_ingredient,,0.050166,SMTT07392,IGSF22,immunoglobulin superfamily member 22,
0.008664,ENSG00000164136,1.0,,By_ingredient,,0.044852,SMTT07404,IL15,interleukin 15,
0.023735,ENSG00000145839,1.0,,By_ingredient,,0.065404,SMTT07433,IL9,interleukin 9,
0.046909,ENSG00000123999,1.0,,By_ingredient,,0.08824,SMTT07453,INHA,inhibin alpha subunit,
0.035391,ENSG00000122641,1.0,,By_ingredient,,0.076813,SMTT07454,INHBA,inhibin beta A subunit,
0.023735,ENSG00000163083,1.0,,By_ingredient,,0.065404,SMTT07455,INHBB,inhibin beta B subunit,
0.011939,ENSG00000175189,1.0,,By_ingredient,,0.050166,SMTT07456,INHBC,inhibin beta C subunit,
0.035391,ENSG00000139269,1.0,,By_ingredient,,0.076813,SMTT07457,INHBE,inhibin beta E subunit,
0.011939,ENSG00000127054,1.0,,By_ingredient,,0.050166,SMTT07475,INTS11,integrator complex subunit 11,
0.011939,ENSG00000104299,1.0,,By_ingredient,,0.050166,SMTT07480,INTS9,integrator complex subunit 9,
0.035391,ENSG00000205339,1.0,,By_ingredient,,0.076813,SMTT07488,IPO7,importin 7,
0.023735,ENSG00000127080,1.0,,By_ingredient,,0.065404,SMTT07492,IPPK,inositol-pentakisphosphate 2-kinase,
0.011939,ENSG00000136381,1.0,,By_ingredient,,0.050166,SMTT07504,IREB2,iron responsive element binding protein 2,
0.023735,ENSG00000132465,1.0,,By_ingredient,,0.065404,SMTT07557,JCHAIN,joining chain of multimeric IgA and IgM,
0.035391,ENSG00000169282,1.0,,By_ingredient,,0.076813,SMTT07584,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,
0.035391,ENSG00000170049,1.0,,By_ingredient,,0.076813,SMTT07585,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3,
0.011939,ENSG00000197993,1.0,,By_ingredient,,0.050166,SMTT07648,KEL,"Kell blood group, metallo-endopeptidase",
0.007277,ENSG00000133116,1.0,,By_ingredient,,0.04201,SMTT07695,KL,klotho,
0.046909,ENSG00000114030,1.0,,By_ingredient,,0.08824,SMTT07753,KPNA1,karyopherin subunit alpha 1,
0.011939,ENSG00000196911,1.0,,By_ingredient,,0.050166,SMTT07757,KPNA5,karyopherin subunit alpha 5,
0.011939,ENSG00000025800,1.0,,By_ingredient,,0.050166,SMTT07758,KPNA6,karyopherin subunit alpha 6,
0.011939,ENSG00000185467,1.0,,By_ingredient,,0.050166,SMTT07759,KPNA7,karyopherin subunit alpha 7,
0.035391,ENSG00000126790,1.0,,By_ingredient,,0.076813,SMTT07786,L3HYPDH,trans-L-3-hydroxyproline dehydratase,
0.035391,ENSG00000215906,1.0,,By_ingredient,,0.076813,SMTT07790,LACTBL1,lactamase beta like 1,
0.046909,ENSG00000166800,1.0,,By_ingredient,,0.08824,SMTT07830,LDHAL6A,lactate dehydrogenase A like 6A,
0.046909,ENSG00000171989,1.0,,By_ingredient,,0.08824,SMTT07831,LDHAL6B,lactate dehydrogenase A like 6B,
0.023735,ENSG00000243709,1.0,,By_ingredient,,0.065404,SMTT07840,LEFTY1,left-right determination factor 1,
0.023735,ENSG00000143768,1.0,,By_ingredient,,0.065404,SMTT07841,LEFTY2,left-right determination factor 2,
0.023735,ENSG00000107902,1.0,,By_ingredient,,0.065404,SMTT07864,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT07917,LPS,,
0.046909,ENSG00000164167,1.0,,By_ingredient,,0.08824,SMTT08009,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",
0.000521,ENSG00000111144,1.0,,By_ingredient,,0.01033,SMTT08014,LTA4H,leukotriene A4 hydrolase,
0.011939,ENSG00000197769,1.0,,By_ingredient,,0.050166,SMTT08071,MAP1LC3C,microtubule associated protein 1 light chain 3 gamma,
0.011939,ENSG00000019169,1.0,,By_ingredient,,0.050166,SMTT08100,MARCO,macrophage receptor with collagenous structure,
0.011939,ENSG00000116141,1.0,,By_ingredient,,0.050166,SMTT08102,MARK1,microtubule affinity regulating kinase 1,
0.023735,ENSG00000072518,1.0,,By_ingredient,,0.065404,SMTT08103,MARK2,microtubule affinity regulating kinase 2,
0.011939,ENSG00000075413,1.0,,By_ingredient,,0.050166,SMTT08104,MARK3,microtubule affinity regulating kinase 3,
0.035391,ENSG00000038274,1.0,,By_ingredient,,0.076813,SMTT08108,MAT2B,methionine adenosyltransferase 2B,
0.046909,ENSG00000014641,1.0,,By_ingredient,,0.08824,SMTT08143,MDH1,malate dehydrogenase 1,
0.035391,ENSG00000138400,1.0,,By_ingredient,,0.076813,SMTT08144,MDH1B,malate dehydrogenase 1B,
0.035391,ENSG00000198625,1.0,,By_ingredient,,0.076813,SMTT08147,MDM4,"MDM4, p53 regulator",
0.046909,ENSG00000139780,1.0,,By_ingredient,,0.08824,SMTT08183,METTL21C,methyltransferase like 21C,
0.046909,ENSG00000165171,1.0,,By_ingredient,,0.08824,SMTT08184,METTL27,methyltransferase like 27,
0.046909,ENSG00000140545,1.0,,By_ingredient,,0.08824,SMTT08191,MFGE8,milk fat globule-EGF factor 8 protein,
0.011939,ENSG00000221697,1.0,,By_ingredient,,0.050166,SMTT08224,MIR1275,microRNA 1275,
0.023735,ENSG00000283904,1.0,,By_ingredient,,0.065404,SMTT08227,MIR155,microRNA 155,
0.011939,ENSG00000283785,1.0,,By_ingredient,,0.050166,SMTT08228,MIR15A,microRNA 15a,
0.011939,ENSG00000208006,1.0,,By_ingredient,,0.050166,SMTT08229,MIR16-1,microRNA 16-1,
0.011939,ENSG00000283824,1.0,,By_ingredient,,0.050166,SMTT08235,MIR22,microRNA 22,
0.011939,ENSG00000127989,1.0,,By_ingredient,,0.050166,SMTT08388,MTERF1,mitochondrial transcription termination factor 1,
0.023735,ENSG00000078177,1.0,,By_ingredient,,0.065404,SMTT08477,N4BP2,NEDD4 binding protein 2,
0.023735,ENSG00000159593,1.0,,By_ingredient,,0.065404,SMTT08499,NAE1,NEDD8 activating enzyme E1 subunit 1,
0.046909,ENSG00000111704,1.0,,By_ingredient,,0.08824,SMTT08503,NANOG,Nanog homeobox,
0.009068,ENSG00000140396,1.0,,By_ingredient,,0.045761,SMTT08542,NCOA2,nuclear receptor coactivator 2,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT08586,NETRIN G1,,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT08600,NFKAPPAB,,
0.035391,ENSG00000196290,1.0,,By_ingredient,,0.076813,SMTT08616,NIF3L1,NGG1 interacting factor 3 like 1,
0.046909,ENSG00000103202,1.0,,By_ingredient,,0.08824,SMTT08650,NME4,NME/NM23 nucleoside diphosphate kinase 4,
0.035391,ENSG00000112981,1.0,,By_ingredient,,0.076813,SMTT08651,NME5,NME/NM23 family member 5,
0.035391,ENSG00000172113,1.0,,By_ingredient,,0.076813,SMTT08652,NME6,NME/NM23 nucleoside diphosphate kinase 6,
0.046909,ENSG00000143156,1.0,,By_ingredient,,0.08824,SMTT08653,NME7,NME/NM23 family member 7,
0.023735,ENSG00000157064,1.0,,By_ingredient,,0.065404,SMTT08655,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,
0.023735,ENSG00000163864,1.0,,By_ingredient,,0.065404,SMTT08656,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,
0.023735,ENSG00000106100,1.0,,By_ingredient,,0.065404,SMTT08667,NOD1,nucleotide binding oligomerization domain containing 1,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT08723,NRF2,,
0.046909,ENSG00000125458,1.0,,By_ingredient,,0.08824,SMTT08739,NT5C,"5', 3'-nucleotidase, cytosolic",
0.035391,ENSG00000116981,1.0,,By_ingredient,,0.076813,SMTT08740,NT5C1A,"5'-nucleotidase, cytosolic IA",
0.011939,ENSG00000185013,1.0,,By_ingredient,,0.050166,SMTT08741,NT5C1B,"5'-nucleotidase, cytosolic IB",
0.046909,ENSG00000141698,1.0,,By_ingredient,,0.08824,SMTT08742,NT5C3B,"5'-nucleotidase, cytosolic IIIB",
0.023735,ENSG00000170917,1.0,,By_ingredient,,0.065404,SMTT08768,NUDT6,nudix hydrolase 6,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT08802,OATP2B1,,
0.046909,ENSG00000154358,1.0,,By_ingredient,,0.08824,SMTT08804,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",
0.046909,ENSG00000090060,1.0,,By_ingredient,,0.08824,SMTT08922,PAPOLA,poly(A) polymerase alpha,
0.023735,ENSG00000218823,1.0,,By_ingredient,,0.065404,SMTT08923,PAPOLB,poly(A) polymerase beta,
0.023735,ENSG00000115421,1.0,,By_ingredient,,0.065404,SMTT08924,PAPOLG,poly(A) polymerase gamma,
0.023735,ENSG00000138801,1.0,,By_ingredient,,0.065404,SMTT08925,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,
0.035391,ENSG00000059378,1.0,,By_ingredient,,0.076813,SMTT08937,PARP12,poly(ADP-ribose) polymerase family member 12,
0.023735,ENSG00000120265,1.0,,By_ingredient,,0.065404,SMTT09018,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,
0.035391,ENSG00000168300,1.0,,By_ingredient,,0.076813,SMTT09019,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,
0.023735,ENSG00000203880,1.0,,By_ingredient,,0.065404,SMTT09020,PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,
0.023735,ENSG00000102230,1.0,,By_ingredient,,0.065404,SMTT09032,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta",
0.046909,ENSG00000130313,1.0,,By_ingredient,,0.08824,SMTT09123,PGLS,6-phosphogluconolactonase,
0.023735,ENSG00000155252,1.0,,By_ingredient,,0.065404,SMTT09165,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,
0.011939,ENSG00000143393,1.0,,By_ingredient,,0.050166,SMTT09166,PI4KB,phosphatidylinositol 4-kinase beta,
0.011939,ENSG00000085514,1.0,,By_ingredient,,0.050166,SMTT09189,PILRA,paired immunoglobin like type 2 receptor alpha,
0.01248,ENSG00000171033,1.0,,By_ingredient,,0.05128,SMTT09205,PKIA,cAMP-dependent protein kinase inhibitor alpha,
0.02935,ENSG00000170890,1.0,,By_ingredient,,0.071228,SMTT09217,PLA2G1B,phospholipase A2 group IB,
0.039587,ENSG00000188784,1.0,,By_ingredient,,0.081212,SMTT09220,PLA2G2E,phospholipase A2 group IIE,
0.035391,ENSG00000166428,1.0,,By_ingredient,,0.076813,SMTT09239,PLD4,phospholipase D family member 4,
0.046909,ENSG00000179598,1.0,,By_ingredient,,0.08824,SMTT09241,PLD6,phospholipase D family member 6,
0.046909,ENSG00000107679,1.0,,By_ingredient,,0.08824,SMTT09242,PLEKHA1,pleckstrin homology domain containing A1,
0.046909,ENSG00000100417,1.0,,By_ingredient,,0.08824,SMTT09288,PMM1,phosphomannomutase 1,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT09361,PPARGAMMA,,
0.035391,ENSG00000086717,1.0,,By_ingredient,,0.076813,SMTT09366,PPEF1,protein phosphatase with EF-hand domain 1,
0.035391,ENSG00000156194,1.0,,By_ingredient,,0.076813,SMTT09367,PPEF2,protein phosphatase with EF-hand domain 2,
0.046909,ENSG00000100614,1.0,,By_ingredient,,0.08824,SMTT09386,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A",
0.035391,ENSG00000135447,1.0,,By_ingredient,,0.076813,SMTT09409,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A,
0.035391,ENSG00000107758,1.0,,By_ingredient,,0.076813,SMTT09426,PPP3CB,protein phosphatase 3 catalytic subunit beta,
0.035391,ENSG00000120910,1.0,,By_ingredient,,0.076813,SMTT09427,PPP3CC,protein phosphatase 3 catalytic subunit gamma,
0.035391,ENSG00000230510,1.0,,By_ingredient,,0.076813,SMTT09432,PPP5D1,PPP5 tetratricopeptide repeat domain containing 1,
0.019162,ENSG00000117592,1.0,,By_ingredient,,0.060327,SMTT09453,PRDX6,peroxiredoxin 6,
0.00539,ENSG00000132356,1.0,,By_ingredient,,0.037627,SMTT09461,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,
0.005915,ENSG00000162409,1.0,,By_ingredient,,0.038888,SMTT09462,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,
0.043799,ENSG00000111725,1.0,,By_ingredient,,0.085294,SMTT09463,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1,
0.046909,ENSG00000131791,1.0,,By_ingredient,,0.08824,SMTT09464,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2,
0.046909,ENSG00000132600,1.0,,By_ingredient,,0.08824,SMTT09486,PRMT7,protein arginine methyltransferase 7,
0.046909,ENSG00000142538,1.0,,By_ingredient,,0.08824,SMTT09608,PTH2,parathyroid hormone 2,
0.046909,ENSG00000144407,1.0,,By_ingredient,,0.08824,SMTT09609,PTH2R,parathyroid hormone 2 receptor,
0.035391,ENSG00000158079,1.0,,By_ingredient,,0.076813,SMTT09617,PTPDC1,protein tyrosine phosphatase domain containing 1,
0.046909,ENSG00000130021,1.0,,By_ingredient,,0.08824,SMTT09640,PUDP,pseudouridine 5'-phosphatase,
0.035391,ENSG00000134644,1.0,,By_ingredient,,0.076813,SMTT09641,PUM1,pumilio RNA binding family member 1,
0.023735,ENSG00000055917,1.0,,By_ingredient,,0.065404,SMTT09642,PUM2,pumilio RNA binding family member 2,
0.002868,ENSG00000182185,1.0,,By_ingredient,,0.028763,SMTT09738,RAD51B,RAD51 paralog B,
0.046909,ENSG00000172613,1.0,,By_ingredient,,0.08824,SMTT09741,RAD9A,RAD9 checkpoint clamp component A,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT09746,RAGE,,
0.046909,ENSG00000172575,1.0,,By_ingredient,,0.08824,SMTT09786,RASGRP1,RAS guanyl releasing protein 1,
0.010159,ENSG00000171174,1.0,,By_ingredient,,0.047554,SMTT09801,RBKS,ribokinase,
0.035391,ENSG00000100461,1.0,,By_ingredient,,0.076813,SMTT09807,RBM23,RNA binding motif protein 23,
0.023735,ENSG00000120158,1.0,,By_ingredient,,0.065404,SMTT09836,RCL1,RNA terminal phosphate cyclase like 1,
0.015266,ENSG00000240857,1.0,,By_ingredient,,0.055706,SMTT09842,RDH14,retinol dehydrogenase 14,
0.035391,ENSG00000135945,1.0,,By_ingredient,,0.076813,SMTT09865,REV1,"REV1, DNA directed polymerase",
0.011939,ENSG00000076043,1.0,,By_ingredient,,0.050166,SMTT09867,REXO2,RNA exonuclease 2,
0.046909,ENSG00000148908,1.0,,By_ingredient,,0.08824,SMTT09897,RGS10,regulator of G protein signaling 10,
0.035391,ENSG00000076344,1.0,,By_ingredient,,0.076813,SMTT09898,RGS11,regulator of G protein signaling 11,
0.023735,ENSG00000159788,1.0,,By_ingredient,,0.065404,SMTT09899,RGS12,regulator of G protein signaling 12,
0.023735,ENSG00000127074,1.0,,By_ingredient,,0.065404,SMTT09900,RGS13,regulator of G protein signaling 13,
0.023735,ENSG00000169220,1.0,,By_ingredient,,0.065404,SMTT09901,RGS14,regulator of G protein signaling 14,
0.023735,ENSG00000150681,1.0,,By_ingredient,,0.065404,SMTT09903,RGS18,regulator of G protein signaling 18,
0.035391,ENSG00000171700,1.0,,By_ingredient,,0.076813,SMTT09904,RGS19,regulator of G protein signaling 19,
0.035391,ENSG00000147509,1.0,,By_ingredient,,0.076813,SMTT09905,RGS20,regulator of G protein signaling 20,
0.023735,ENSG00000253148,1.0,,By_ingredient,,0.065404,SMTT09906,RGS21,regulator of G protein signaling 21,
0.035391,ENSG00000138835,1.0,,By_ingredient,,0.076813,SMTT09907,RGS3,regulator of G protein signaling 3,
0.023735,ENSG00000182732,1.0,,By_ingredient,,0.065404,SMTT09909,RGS6,regulator of G protein signaling 6,
0.035391,ENSG00000182901,1.0,,By_ingredient,,0.076813,SMTT09910,RGS7,regulator of G protein signaling 7,
0.023735,ENSG00000135824,1.0,,By_ingredient,,0.065404,SMTT09911,RGS8,regulator of G protein signaling 8,
0.023735,ENSG00000164327,1.0,,By_ingredient,,0.065404,SMTT09940,RICTOR,RPTOR independent companion of MTOR complex 2,
0.035391,ENSG00000177181,1.0,,By_ingredient,,0.076813,SMTT09945,RIMKLA,ribosomal modification protein rimK like family member A,
0.023735,ENSG00000166532,1.0,,By_ingredient,,0.065404,SMTT09946,RIMKLB,ribosomal modification protein rimK like family member B,
0.007277,ENSG00000129538,1.0,,By_ingredient,,0.04201,SMTT09966,RNASE1,"ribonuclease A family member 1, pancreatic",
0.023735,ENSG00000023191,1.0,,By_ingredient,,0.065404,SMTT10004,RNH1,ribonuclease/angiogenin inhibitor 1,
0.035391,ENSG00000089169,1.0,,By_ingredient,,0.076813,SMTT10026,RPH3A,rabphilin 3A,
0.046909,ENSG00000181031,1.0,,By_ingredient,,0.08824,SMTT10027,RPH3AL,rabphilin 3A like (without C2 domains),
0.046909,ENSG00000174444,1.0,,By_ingredient,,0.08824,SMTT10059,RPL4,ribosomal protein L4,
0.023735,ENSG00000026036,1.0,,By_ingredient,,0.065404,SMTT10132,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate),
0.011939,ENSG00000163221,1.0,,By_ingredient,,0.050166,SMTT10168,S100A12,S100 calcium binding protein A12,
0.046909,ENSG00000163220,1.0,,By_ingredient,,0.08824,SMTT10178,S100A9,S100 calcium binding protein A9,
0.046909,ENSG00000184788,1.0,,By_ingredient,,0.08824,SMTT10205,SATL1,spermidine/spermine N1-acetyl transferase like 1,
0.046909,ENSG00000070031,1.0,,By_ingredient,,0.08824,SMTT10237,SCT,secretin,
0.046909,ENSG00000080293,1.0,,By_ingredient,,0.08824,SMTT10238,SCTR,secretin receptor,
0.046909,ENSG00000168758,1.0,,By_ingredient,,0.08824,SMTT10286,SEMA4C,semaphorin 4C,
0.046909,ENSG00000135622,1.0,,By_ingredient,,0.08824,SMTT10288,SEMA4F,ssemaphorin 4F,
0.046909,ENSG00000082684,1.0,,By_ingredient,,0.08824,SMTT10290,SEMA5B,semaphorin 5B,
0.046909,ENSG00000143434,1.0,,By_ingredient,,0.08824,SMTT10292,SEMA6C,semaphorin 6C,
0.046909,ENSG00000137872,1.0,,By_ingredient,,0.08824,SMTT10293,SEMA6D,semaphorin 6D,
0.046909,ENSG00000138623,1.0,,By_ingredient,,0.08824,SMTT10294,SEMA7A,semaphorin 7A (John Milton Hagen blood group),
0.011939,ENSG00000189091,1.0,,By_ingredient,,0.050166,SMTT10344,SF3B3,splicing factor 3b subunit 3,
0.011939,ENSG00000170145,1.0,,By_ingredient,,0.050166,SMTT10407,SIK2,salt inducible kinase 2,
0.035391,ENSG00000160584,1.0,,By_ingredient,,0.076813,SMTT10408,SIK3,SIK family kinase 3,
0.002868,ENSG00000101082,1.0,,By_ingredient,,0.028763,SMTT10425,SLA2,Src like adaptor 2,
0.011939,ENSG00000081800,1.0,,By_ingredient,,0.050166,SMTT10438,SLC13A1,solute carrier family 13 member 1,
0.023735,ENSG00000007216,1.0,,By_ingredient,,0.065404,SMTT10439,SLC13A2,solute carrier family 13 member 2,
0.011939,ENSG00000158296,1.0,,By_ingredient,,0.050166,SMTT10440,SLC13A3,solute carrier family 13 member 3,
0.011939,ENSG00000164707,1.0,,By_ingredient,,0.050166,SMTT10441,SLC13A4,solute carrier family 13 member 4,
0.023735,ENSG00000187714,1.0,,By_ingredient,,0.065404,SMTT10461,SLC18A3,solute carrier family 18 member A3,
0.011939,ENSG00000156222,1.0,,By_ingredient,,0.050166,SMTT10510,SLC28A1,solute carrier family 28 member 1,
0.035391,ENSG00000197506,1.0,,By_ingredient,,0.076813,SMTT10511,SLC28A3,solute carrier family 28 member 3,
0.035391,ENSG00000164638,1.0,,By_ingredient,,0.076813,SMTT10514,SLC29A4,solute carrier family 29 member 4,
0.023735,ENSG00000164729,1.0,,By_ingredient,,0.065404,SMTT10540,SLC35G3,solute carrier family 35 member G3,
0.046909,ENSG00000070214,1.0,,By_ingredient,,0.08824,SMTT10569,SLC44A1,solute carrier family 44 member 1,
0.011939,ENSG00000129353,1.0,,By_ingredient,,0.050166,SMTT10570,SLC44A2,solute carrier family 44 member 2,
0.023735,ENSG00000143036,1.0,,By_ingredient,,0.065404,SMTT10571,SLC44A3,solute carrier family 44 member 3,
0.023735,ENSG00000137968,1.0,,By_ingredient,,0.065404,SMTT10572,SLC44A5,solute carrier family 44 member 5,
0.000423,ENSG00000148942,1.0,,By_ingredient,,0.008945,SMTT10585,SLC5A12,solute carrier family 5 member 12,
0.000839,ENSG00000138074,1.0,,By_ingredient,,0.014147,SMTT10588,SLC5A6,solute carrier family 5 member 6,
0.000839,ENSG00000256870,1.0,,By_ingredient,,0.014147,SMTT10589,SLC5A8,solute carrier family 5 member 8,
0.035391,ENSG00000197157,1.0,,By_ingredient,,0.076813,SMTT10674,SND1,staphylococcal nuclease and tudor domain containing 1,
0.035391,ENSG00000143376,1.0,,By_ingredient,,0.076813,SMTT10704,SNX27,sorting nexin family member 27,
0.011939,ENSG00000077327,1.0,,By_ingredient,,0.050166,SMTT10746,SPAG6,sperm associated antigen 6,
0.035391,ENSG00000184343,1.0,,By_ingredient,,0.076813,SMTT10810,SRPK3,SRSF protein kinase 3,
0.046909,ENSG00000182934,1.0,,By_ingredient,,0.08824,SMTT10811,SRPRA,SRP receptor alpha subunit,
0.035391,ENSG00000084112,1.0,,By_ingredient,,0.076813,SMTT10829,SSH1,slingshot protein phosphatase 1,
0.035391,ENSG00000141298,1.0,,By_ingredient,,0.076813,SMTT10830,SSH2,slingshot protein phosphatase 2,
0.035391,ENSG00000172830,1.0,,By_ingredient,,0.076813,SMTT10831,SSH3,slingshot protein phosphatase 3,
0.000123,ENSG00000157005,1.0,,By_ingredient,,0.003815,SMTT10835,SST,somatostatin,
0.011939,ENSG00000124214,1.0,,By_ingredient,,0.050166,SMTT10875,STAU1,staufen double-stranded RNA binding protein 1,
0.046909,ENSG00000198252,1.0,,By_ingredient,,0.08824,SMTT10919,STYX,serine/threonine/tyrosine interacting protein,
0.035391,ENSG00000101945,1.0,,By_ingredient,,0.076813,SMTT10949,SUV39H1,suppressor of variegation 3-9 homolog 1,
0.023735,ENSG00000147687,1.0,,By_ingredient,,0.065404,SMTT11054,TATDN1,TatD DNase domain containing 1,
0.035391,ENSG00000157014,1.0,,By_ingredient,,0.076813,SMTT11055,TATDN2,TatD DNase domain containing 2,
0.023735,ENSG00000203705,1.0,,By_ingredient,,0.065404,SMTT11056,TATDN3,TatD DNase domain containing 3,
0.023735,ENSG00000029639,1.0,,By_ingredient,,0.065404,SMTT11129,TFB1M,"transcription factor B1, mitochondrial",
0.023735,ENSG00000259431,1.0,,By_ingredient,,0.065404,SMTT11160,THTPA,thiamine triphosphatase,
0.046909,ENSG00000136205,1.0,,By_ingredient,,0.08824,SMTT11342,TNS3,tensin 3,
0.035391,ENSG00000107614,1.0,,By_ingredient,,0.076813,SMTT11415,TRDMT1,tRNA aspartic acid methyltransferase 1,
